Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
EH16 6LZ,Yes,55.912206,-3.168232,327073,669406,NT270694,Liberton/Gilmerton,,1980-01-01,,112,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6NA,Yes,55.911491,-3.161188,327512,669319,NT275693,Liberton/Gilmerton,,1994-02-01,,109,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008577,Liberton West and Braid Hills - 01,S01014608,Liberton West and Braid Hills - 01
EH16 6NB,No,55.908932,-3.162951,327397,669037,NT273690,Liberton/Gilmerton,,1980-01-01,2010-03-01,117,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008577,Liberton West and Braid Hills - 01,S01014608,Liberton West and Braid Hills - 01
EH16 6ND,Yes,55.906376,-3.164282,327309,668753,NT273687,Liberton/Gilmerton,,1980-01-01,,120,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008558,"Gracemount, Southhouse and Burdiehouse - 06",S01014589,"Gracemount, Southhouse and Burdiehouse - 06"
EH16 6NE,Yes,55.905464,-3.165694,327219,668653,NT272686,Liberton/Gilmerton,,1980-01-01,,122,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014611,Liberton West and Braid Hills - 03
EH16 6NF,Yes,55.906985,-3.169227,327001,668826,NT270688,Liberton/Gilmerton,,1980-01-01,,130,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008550,Mortonhall and Anwickhill - 01,S01014580,Mortonhall and Anwickhill - 01
EH16 6NG,Yes,55.905689,-3.166677,327158,668680,NT271686,Liberton/Gilmerton,,1980-01-01,,124,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008551,Mortonhall and Anwickhill - 02,S01014581,Mortonhall and Anwickhill - 02
EH16 6NH,Yes,55.910870,-3.168896,327029,669258,NT270692,Liberton/Gilmerton,,1980-01-01,,117,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014610,Liberton West and Braid Hills - 03
EH16 6NJ,Yes,55.910884,-3.168321,327065,669259,NT270692,Liberton/Gilmerton,,1980-01-01,,117,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014610,Liberton West and Braid Hills - 03
EH16 6NL,Yes,55.911580,-3.166006,327211,669334,NT272693,Liberton/Gilmerton,,1980-01-01,,113,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6NN,Yes,55.911976,-3.165970,327214,669378,NT272693,Liberton/Gilmerton,,1980-01-01,,112,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6NP,Yes,55.911398,-3.172943,326777,669322,NT267693,Liberton/Gilmerton,,1980-01-01,,116,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014610,Liberton West and Braid Hills - 03
EH16 6NQ,Yes,55.907965,-3.168281,327062,668935,NT270689,Liberton/Gilmerton,,1980-01-01,,129,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014611,Liberton West and Braid Hills - 03
EH16 6NR,Yes,55.912834,-3.173051,326773,669481,NT267694,Liberton/Gilmerton,,1980-01-01,,116,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014610,Liberton West and Braid Hills - 03
EH16 6NS,Yes,55.912819,-3.174650,326673,669481,NT266694,Liberton/Gilmerton,,1980-01-01,,117,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014580,Liberton West and Braid Hills - 03
EH16 6NT,Yes,55.913253,-3.170552,326930,669525,NT269695,Liberton/Gilmerton,,1980-01-01,,112,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014610,Liberton West and Braid Hills - 03
EH16 6NU,Yes,55.912975,-3.169632,326987,669494,NT269694,Liberton/Gilmerton,,1980-01-01,,111,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014610,Liberton West and Braid Hills - 03
EH16 6NW,Yes,55.912387,-3.169998,326963,669428,NT269694,Liberton/Gilmerton,,1980-01-01,,113,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014610,Liberton West and Braid Hills - 03
EH16 6NX,Yes,55.913836,-3.169753,326981,669589,NT269695,Liberton/Gilmerton,,1980-01-01,,109,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014610,Liberton West and Braid Hills - 03
EH16 6NY,Yes,55.913160,-3.172853,326786,669518,NT267695,Liberton/Gilmerton,,1980-01-01,,116,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014610,Liberton West and Braid Hills - 03
EH16 6NZ,Yes,55.913409,-3.172124,326832,669544,NT268695,Liberton/Gilmerton,,1980-01-01,,115,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014610,Liberton West and Braid Hills - 03
EH16 6PA,Yes,55.914304,-3.171544,326870,669643,NT268696,Liberton/Gilmerton,,1980-01-01,,111,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014610,Liberton West and Braid Hills - 03
EH16 6PB,Yes,55.914019,-3.171327,326883,669612,NT268696,Liberton/Gilmerton,,1980-01-01,,112,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014610,Liberton West and Braid Hills - 03
EH16 6PD,Yes,55.913704,-3.172277,326823,669577,NT268695,Liberton/Gilmerton,,1980-01-01,,114,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014610,Liberton West and Braid Hills - 03
EH16 6PE,Yes,55.906353,-3.168616,327038,668755,NT270687,Liberton/Gilmerton,,1980-01-01,,129,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008550,Mortonhall and Anwickhill - 01,S01014580,Mortonhall and Anwickhill - 01
EH16 6PF,Yes,55.906832,-3.168343,327056,668809,NT270688,Liberton/Gilmerton,,1980-01-01,,129,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014611,Liberton West and Braid Hills - 03
EH16 6PG,Yes,55.903255,-3.164636,327281,668407,NT272684,Liberton/Gilmerton,,1980-01-01,,125,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008551,Mortonhall and Anwickhill - 02,S01014581,Mortonhall and Anwickhill - 02
EH16 6PH,Yes,55.901320,-3.162163,327432,668189,NT274681,Liberton/Gilmerton,,1980-01-01,,127,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008552,Mortonhall and Anwickhill - 03,S01014582,Mortonhall and Anwickhill - 03
EH16 6PJ,Yes,55.901696,-3.165069,327251,668233,NT272682,Liberton/Gilmerton,,1980-01-01,,127,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008552,Mortonhall and Anwickhill - 03,S01014582,Mortonhall and Anwickhill - 03
EH16 6PL,Yes,55.901821,-3.164209,327305,668246,NT273682,Liberton/Gilmerton,,1980-01-01,,126,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008551,Mortonhall and Anwickhill - 02,S01014581,Mortonhall and Anwickhill - 02
EH16 6PN,Yes,55.900593,-3.163884,327323,668109,NT273681,Liberton/Gilmerton,,1980-01-01,,129,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008552,Mortonhall and Anwickhill - 03,S01014582,Mortonhall and Anwickhill - 03
EH16 6PP,Yes,55.901018,-3.163625,327340,668156,NT273681,Liberton/Gilmerton,,1980-01-01,,128,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008552,Mortonhall and Anwickhill - 03,S01014582,Mortonhall and Anwickhill - 03
EH16 6PQ,Yes,55.904118,-3.166437,327170,668504,NT271685,Liberton/Gilmerton,,1980-01-01,,124,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008551,Mortonhall and Anwickhill - 02,S01014581,Mortonhall and Anwickhill - 02
EH16 6PR,Yes,55.901671,-3.162077,327438,668228,NT274682,Liberton/Gilmerton,,1980-01-01,,126,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014587,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6PS,Yes,55.901854,-3.162659,327402,668249,NT274682,Liberton/Gilmerton,,1980-01-01,,126,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014587,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6PT,Yes,55.902929,-3.161091,327502,668367,NT275683,Liberton/Gilmerton,,1980-01-01,,122,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008556,"Gracemount, Southhouse and Burdiehouse - 04",S01014586,"Gracemount, Southhouse and Burdiehouse - 04"
EH16 6PU,Yes,55.903838,-3.161886,327454,668468,NT274684,Liberton/Gilmerton,,1980-01-01,,119,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008556,"Gracemount, Southhouse and Burdiehouse - 04",S01014586,"Gracemount, Southhouse and Burdiehouse - 04"
EH16 6PW,Yes,55.900594,-3.162925,327383,668109,NT273681,Liberton/Gilmerton,,1980-01-01,,130,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008552,Mortonhall and Anwickhill - 03,S01014582,Mortonhall and Anwickhill - 03
EH16 6PX,Yes,55.904643,-3.163222,327372,668559,NT273685,Liberton/Gilmerton,,1980-01-01,,119,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008556,"Gracemount, Southhouse and Burdiehouse - 04",S01014586,"Gracemount, Southhouse and Burdiehouse - 04"
EH16 6PY,Yes,55.905226,-3.163368,327364,668625,NT273686,Liberton/Gilmerton,,1980-01-01,,117,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008556,"Gracemount, Southhouse and Burdiehouse - 04",S01014586,"Gracemount, Southhouse and Burdiehouse - 04"
EH16 6PZ,Yes,55.905229,-3.162104,327443,668624,NT274686,Liberton/Gilmerton,,1980-01-01,,117,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008556,"Gracemount, Southhouse and Burdiehouse - 04",S01014586,"Gracemount, Southhouse and Burdiehouse - 04"
EH16 6QA,Yes,55.906053,-3.160417,327550,668713,NT275687,Liberton/Gilmerton,,1980-01-01,,117,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014586,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6QB,Yes,55.905845,-3.161563,327478,668692,NT274686,Liberton/Gilmerton,,1980-01-01,,117,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014586,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6QD,Yes,55.904740,-3.161562,327476,668569,NT274685,Liberton/Gilmerton,,1980-01-01,,117,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008556,"Gracemount, Southhouse and Burdiehouse - 04",S01014586,"Gracemount, Southhouse and Burdiehouse - 04"
EH16 6QE,Yes,55.905115,-3.160869,327520,668610,NT275686,Liberton/Gilmerton,,1980-01-01,,117,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008556,"Gracemount, Southhouse and Burdiehouse - 04",S01014586,"Gracemount, Southhouse and Burdiehouse - 04"
EH16 6QF,Yes,55.904463,-3.160418,327547,668537,NT275685,Liberton/Gilmerton,,1980-01-01,,117,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008556,"Gracemount, Southhouse and Burdiehouse - 04",S01014586,"Gracemount, Southhouse and Burdiehouse - 04"
EH16 6QG,Yes,55.903967,-3.160611,327534,668482,NT275684,Liberton/Gilmerton,,1980-01-01,,119,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008556,"Gracemount, Southhouse and Burdiehouse - 04",S01014586,"Gracemount, Southhouse and Burdiehouse - 04"
EH16 6QH,Yes,55.903461,-3.159988,327572,668425,NT275684,Liberton/Gilmerton,,1980-01-01,,120,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008556,"Gracemount, Southhouse and Burdiehouse - 04",S01014586,"Gracemount, Southhouse and Burdiehouse - 04"
EH16 6QJ,Yes,55.903052,-3.160471,327541,668380,NT275683,Liberton/Gilmerton,,1980-01-01,,122,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008556,"Gracemount, Southhouse and Burdiehouse - 04",S01014586,"Gracemount, Southhouse and Burdiehouse - 04"
EH16 6QL,Yes,55.901950,-3.160134,327560,668257,NT275682,Liberton/Gilmerton,,1980-01-01,,125,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014587,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6QN,Yes,55.901847,-3.158628,327654,668244,NT276682,Liberton/Gilmerton,,1980-01-01,,124,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014587,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6QP,Yes,55.902697,-3.157150,327748,668337,NT277683,Liberton/Gilmerton,,1980-01-01,,121,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014587,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6QQ,Yes,55.904041,-3.161301,327491,668490,NT274684,Liberton/Gilmerton,,1980-01-01,,119,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008556,"Gracemount, Southhouse and Burdiehouse - 04",S01014586,"Gracemount, Southhouse and Burdiehouse - 04"
EH16 6QR,Yes,55.905609,-3.164595,327288,668668,NT272686,Liberton/Gilmerton,,1986-12-01,,120,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008558,"Gracemount, Southhouse and Burdiehouse - 06",S01014589,"Gracemount, Southhouse and Burdiehouse - 06"
EH16 6QS,Yes,55.903562,-3.162534,327413,668438,NT274684,Liberton/Gilmerton,,1996-06-01,,121,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008551,Mortonhall and Anwickhill - 02,S01014581,Mortonhall and Anwickhill - 02
EH16 6QT,Yes,55.904649,-3.149227,328247,668546,NT282685,Liberton/Gilmerton,,1980-01-01,,109,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014588,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6QU,Yes,55.905922,-3.150448,328173,668688,NT281686,Liberton/Gilmerton,,1980-01-01,,106,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014588,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6QW,Yes,55.902312,-3.157954,327697,668295,NT276682,Liberton/Gilmerton,,1980-01-01,,122,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014587,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6QX,No,55.904702,-3.155994,327824,668558,NT278685,Liberton/Gilmerton,,1994-02-01,1996-12-01,115,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014587,"Gracemount, Southhouse and Burdiehouse - 05"
