Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
EH16 6EG,Yes,55.908592,-3.160861,327527,668996,NT275689,Liberton/Gilmerton,,1980-01-01,,113,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008558,"Gracemount, Southhouse and Burdiehouse - 06",S01014589,"Gracemount, Southhouse and Burdiehouse - 06"
EH16 6EH,Yes,55.907959,-3.159370,327619,668924,NT276689,Liberton/Gilmerton,,1980-01-01,,110,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008558,"Gracemount, Southhouse and Burdiehouse - 06",S01014589,"Gracemount, Southhouse and Burdiehouse - 06"
EH16 6EJ,Yes,55.908232,-3.158099,327699,668954,NT276689,Liberton/Gilmerton,,1980-01-01,,111,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008558,"Gracemount, Southhouse and Burdiehouse - 06",S01014589,"Gracemount, Southhouse and Burdiehouse - 06"
EH16 6EL,Yes,55.908683,-3.158864,327652,669005,NT276690,Liberton/Gilmerton,,1980-01-01,,112,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008558,"Gracemount, Southhouse and Burdiehouse - 06",S01014589,"Gracemount, Southhouse and Burdiehouse - 06"
EH16 6EN,Yes,55.907783,-3.157062,327763,668902,NT277689,Liberton/Gilmerton,,1980-01-01,,109,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008558,"Gracemount, Southhouse and Burdiehouse - 06",S01014589,"Gracemount, Southhouse and Burdiehouse - 06"
EH16 6EP,Yes,55.906893,-3.159930,327582,668806,NT275688,Liberton/Gilmerton,,1980-01-01,,111,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008558,"Gracemount, Southhouse and Burdiehouse - 06",S01014589,"Gracemount, Southhouse and Burdiehouse - 06"
EH16 6EQ,Yes,55.908379,-3.159575,327607,668971,NT276689,Liberton/Gilmerton,,1980-01-01,,111,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008558,"Gracemount, Southhouse and Burdiehouse - 06",S01014589,"Gracemount, Southhouse and Burdiehouse - 06"
EH16 6ER,Yes,55.906679,-3.160772,327529,668784,NT275687,Liberton/Gilmerton,,1980-01-01,,113,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008558,"Gracemount, Southhouse and Burdiehouse - 06",S01014589,"Gracemount, Southhouse and Burdiehouse - 06"
EH16 6ES,Yes,55.906442,-3.161165,327504,668758,NT275687,Liberton/Gilmerton,,1980-01-01,,115,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008558,"Gracemount, Southhouse and Burdiehouse - 06",S01014589,"Gracemount, Southhouse and Burdiehouse - 06"
EH16 6ET,Yes,55.906287,-3.159432,327612,668738,NT276687,Liberton/Gilmerton,,1980-01-01,,114,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008558,"Gracemount, Southhouse and Burdiehouse - 06",S01014589,"Gracemount, Southhouse and Burdiehouse - 06"
EH16 6EU,Yes,55.906885,-3.157963,327705,668803,NT277688,Liberton/Gilmerton,,1980-01-01,,110,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008558,"Gracemount, Southhouse and Burdiehouse - 06",S01014588,"Gracemount, Southhouse and Burdiehouse - 06"
EH16 6EW,Yes,55.907570,-3.158719,327659,668881,NT276688,Liberton/Gilmerton,,1980-01-01,,110,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008558,"Gracemount, Southhouse and Burdiehouse - 06",S01014588,"Gracemount, Southhouse and Burdiehouse - 06"
EH16 6EX,Yes,55.906176,-3.158821,327650,668725,NT276687,Liberton/Gilmerton,,1980-01-01,,114,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008558,"Gracemount, Southhouse and Burdiehouse - 06",S01014589,"Gracemount, Southhouse and Burdiehouse - 06"
EH16 6EY,Yes,55.905237,-3.160313,327555,668623,NT275686,Liberton/Gilmerton,,1980-01-01,,117,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008556,"Gracemount, Southhouse and Burdiehouse - 04",S01014586,"Gracemount, Southhouse and Burdiehouse - 04"
EH16 6EZ,Yes,55.904256,-3.159532,327602,668513,NT276685,Liberton/Gilmerton,,1980-01-01,,118,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008556,"Gracemount, Southhouse and Burdiehouse - 04",S01014586,"Gracemount, Southhouse and Burdiehouse - 04"
EH16 6FA,Yes,55.906592,-3.155635,327850,668768,NT278687,Liberton/Gilmerton,,2012-03-01,,109,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014588,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6FB,Yes,55.906159,-3.154934,327893,668720,NT278687,Liberton/Gilmerton,,2012-02-01,,112,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014588,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6FD,Yes,55.905582,-3.154197,327938,668655,NT279686,Liberton/Gilmerton,,2008-11-01,,111,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014587,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6FE,Yes,55.904432,-3.156050,327820,668528,NT278685,Liberton/Gilmerton,,2010-08-01,,116,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014587,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6FF,Yes,55.909560,-3.149676,328228,669093,NT282690,Liberton/Gilmerton,,1999-12-01,,97,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008574,Liberton East - 02,S01014605,Liberton East - 02
EH16 6FG,Yes,55.905837,-3.155756,327841,668685,NT278686,Liberton/Gilmerton,,2012-03-01,,113,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014588,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6FH,Yes,55.905918,-3.156670,327784,668695,NT277686,Liberton/Gilmerton,,2012-02-01,,114,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014587,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6FJ,Yes,55.906571,-3.154098,327946,668765,NT279687,Liberton/Gilmerton,,2014-12-01,,110,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014588,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6FL,Yes,55.909085,-3.165723,327224,669056,NT272690,Liberton/Gilmerton,,2016-05-01,,123,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014610,Liberton West and Braid Hills - 03
EH16 6FN,Yes,55.908561,-3.166075,327201,668999,NT272689,Liberton/Gilmerton,,2016-01-01,,123,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014611,Liberton West and Braid Hills - 03
EH16 6FP,Yes,55.907593,-3.164846,327276,668890,NT272688,Liberton/Gilmerton,,2016-09-01,,123,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014611,Liberton West and Braid Hills - 03
EH16 6FQ,Yes,55.907835,-3.165797,327217,668917,NT272689,Liberton/Gilmerton,,2015-12-01,,124,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014611,Liberton West and Braid Hills - 03
EH16 6FR,Yes,55.906929,-3.165706,327221,668817,NT272688,Liberton/Gilmerton,,2018-01-01,,123,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014611,Liberton West and Braid Hills - 03
EH16 6FS,Yes,55.907742,-3.167170,327131,668909,NT271689,Liberton/Gilmerton,,2018-07-01,,126,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014611,Liberton West and Braid Hills - 03
EH16 6FT,Yes,55.906400,-3.165578,327228,668758,NT272687,Liberton/Gilmerton,,2018-05-01,,124,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014611,Liberton West and Braid Hills - 03
EH16 6FU,Yes,55.906400,-3.165578,327228,668758,NT272687,Liberton/Gilmerton,,2018-08-01,,124,Scotland,2026-05-29,Imputed by ONS by reference to surrounding postcode grid references,S01008579,Liberton West and Braid Hills - 03,S01014611,Liberton West and Braid Hills - 03
EH16 6GA,Yes,55.908327,-3.151735,328097,668957,NT280689,Liberton/Gilmerton,,1995-12-01,,102,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008574,Liberton East - 02,S01014605,Liberton East - 02
EH16 6GB,Yes,55.907150,-3.151748,328094,668826,NT280688,Liberton/Gilmerton,,1995-12-01,,103,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008574,Liberton East - 02,S01014605,Liberton East - 02
EH16 6GD,Yes,55.907647,-3.152387,328055,668882,NT280688,Liberton/Gilmerton,,1995-12-01,,105,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008574,Liberton East - 02,S01014605,Liberton East - 02
EH16 6GE,Yes,55.907806,-3.149784,328218,668897,NT282688,Liberton/Gilmerton,,1995-12-01,,102,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008574,Liberton East - 02,S01014605,Liberton East - 02
EH16 6GF,Yes,55.906831,-3.149323,328245,668788,NT282687,Liberton/Gilmerton,,1995-12-01,,102,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008574,Liberton East - 02,S01014605,Liberton East - 02
EH16 6GG,Yes,55.907739,-3.148343,328308,668889,NT283688,Liberton/Gilmerton,,1995-12-01,,101,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008574,Liberton East - 02,S01014605,Liberton East - 02
EH16 6GH,Yes,55.907737,-3.147623,328353,668888,NT283688,Liberton/Gilmerton,,1995-12-01,,99,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008574,Liberton East - 02,S01014605,Liberton East - 02
EH16 6GJ,Yes,55.908693,-3.148195,328319,668995,NT283689,Liberton/Gilmerton,,1995-12-01,,98,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008574,Liberton East - 02,S01014605,Liberton East - 02
EH16 6GL,No,55.927914,-3.155662,327888,671141,NT278711,Southside/Newington,,2004-05-01,2018-12-01,47,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008595,Prestonfield - 01,S01014627,Prestonfield - 01
EH16 6GU,Yes,55.911939,-3.160353,327565,669368,NT275693,Liberton/Gilmerton,,2018-09-01,,109,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008577,Liberton West and Braid Hills - 01,S01014608,Liberton West and Braid Hills - 01
EH16 6GW,Yes,55.907596,-3.153105,328010,668878,NT280688,Liberton/Gilmerton,,2018-09-01,,102,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014588,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6GX,Yes,55.902202,-3.162957,327384,668288,NT273682,Liberton/Gilmerton,,2015-09-01,,125,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014587,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6GY,Yes,55.905255,-3.159274,327620,668623,NT276686,Liberton/Gilmerton,,2003-09-01,,117,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014587,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6GZ,Yes,55.904433,-3.158865,327644,668532,NT276685,Liberton/Gilmerton,,2003-05-01,,118,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008556,"Gracemount, Southhouse and Burdiehouse - 04",S01014586,"Gracemount, Southhouse and Burdiehouse - 04"
EH16 6HA,Yes,55.903543,-3.158919,327639,668433,NT276684,Liberton/Gilmerton,,1980-01-01,,119,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008556,"Gracemount, Southhouse and Burdiehouse - 04",S01014586,"Gracemount, Southhouse and Burdiehouse - 04"
EH16 6HB,Yes,55.903213,-3.159580,327597,668397,NT275683,Liberton/Gilmerton,,1980-01-01,,120,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008556,"Gracemount, Southhouse and Burdiehouse - 04",S01014586,"Gracemount, Southhouse and Burdiehouse - 04"
EH16 6HD,Yes,55.902678,-3.160124,327562,668338,NT275683,Liberton/Gilmerton,,1980-01-01,,123,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008556,"Gracemount, Southhouse and Burdiehouse - 04",S01014586,"Gracemount, Southhouse and Burdiehouse - 04"
EH16 6HE,Yes,55.902509,-3.158904,327638,668317,NT276683,Liberton/Gilmerton,,1980-01-01,,123,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014587,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6HF,Yes,55.902977,-3.157910,327701,668369,NT277683,Liberton/Gilmerton,,1980-01-01,,121,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008556,"Gracemount, Southhouse and Burdiehouse - 04",S01014586,"Gracemount, Southhouse and Burdiehouse - 04"
EH16 6HG,Yes,55.903087,-3.158633,327656,668382,NT276683,Liberton/Gilmerton,,1980-01-01,,121,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008556,"Gracemount, Southhouse and Burdiehouse - 04",S01014586,"Gracemount, Southhouse and Burdiehouse - 04"
EH16 6HH,Yes,55.918324,-3.165505,327255,670084,NT272700,Liberton/Gilmerton,,1980-01-01,,71,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008580,Liberton West and Braid Hills - 04,S01014612,Liberton West and Braid Hills - 04
EH16 6HJ,Yes,55.917664,-3.165965,327225,670011,NT272700,Liberton/Gilmerton,,1980-01-01,,75,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6HL,Yes,55.917328,-3.166307,327203,669974,NT272699,Liberton/Gilmerton,,1980-01-01,,77,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6HN,Yes,55.916310,-3.165620,327244,669860,NT272698,Liberton/Gilmerton,,1980-01-01,,83,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6HP,Yes,55.915446,-3.164794,327294,669763,NT272697,Liberton/Gilmerton,,1980-01-01,,91,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6HQ,No,55.904919,-3.151042,328134,668577,NT281685,Liberton/Gilmerton,,2008-01-01,2010-05-01,110,Scotland,2026-05-29,Within the building of the matched address by visual inspection of Landline maps,S01008557,"Gracemount, Southhouse and Burdiehouse - 05",S01014588,"Gracemount, Southhouse and Burdiehouse - 05"
EH16 6HR,Yes,55.915524,-3.164253,327328,669772,NT273697,Liberton/Gilmerton,,1980-01-01,,92,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6HS,Yes,55.916432,-3.165080,327278,669873,NT272698,Liberton/Gilmerton,,1980-01-01,,82,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6HT,Yes,55.916738,-3.164081,327341,669906,NT273699,Liberton/Gilmerton,,1980-01-01,,81,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6HU,Yes,55.915784,-3.163332,327386,669799,NT273697,Liberton/Gilmerton,,1980-01-01,,92,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6HW,Yes,55.915502,-3.165596,327244,669770,NT272697,Liberton/Gilmerton,,1980-01-01,,91,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6HX,Yes,55.915162,-3.163554,327371,669731,NT273697,Liberton/Gilmerton,,1980-01-01,,96,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008577,Liberton West and Braid Hills - 01,S01014608,Liberton West and Braid Hills - 01
EH16 6HY,Yes,55.914894,-3.162378,327444,669699,NT274696,Liberton/Gilmerton,,1980-01-01,,98,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008577,Liberton West and Braid Hills - 01,S01014608,Liberton West and Braid Hills - 01
EH16 6HZ,Yes,55.914199,-3.161813,327478,669622,NT274696,Liberton/Gilmerton,,1980-01-01,,104,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008577,Liberton West and Braid Hills - 01,S01014608,Liberton West and Braid Hills - 01
EH16 6JA,Yes,55.913547,-3.160418,327564,669547,NT275695,Liberton/Gilmerton,,1980-01-01,,108,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008577,Liberton West and Braid Hills - 01,S01014608,Liberton West and Braid Hills - 01
EH16 6JB,Yes,55.913091,-3.159188,327640,669495,NT276694,Liberton/Gilmerton,,1980-01-01,,108,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008577,Liberton West and Braid Hills - 01,S01014607,Liberton West and Braid Hills - 01
EH16 6JD,Yes,55.913083,-3.158132,327706,669493,NT277694,Liberton/Gilmerton,,1980-01-01,,107,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008576,Liberton East - 04,S01014607,Liberton East - 04
EH16 6JE,Yes,55.912669,-3.157304,327757,669447,NT277694,Liberton/Gilmerton,,1980-01-01,,106,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008575,Liberton East - 03,S01014606,Liberton East - 03
EH16 6JF,Yes,55.913863,-3.157419,327752,669580,NT277695,Liberton/Gilmerton,,1980-01-01,,102,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008576,Liberton East - 04,S01014607,Liberton East - 04
EH16 6JG,Yes,55.914307,-3.157992,327717,669630,NT277696,Liberton/Gilmerton,,1980-01-01,,100,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008576,Liberton East - 04,S01014607,Liberton East - 04
EH16 6JH,Yes,55.913455,-3.158719,327670,669535,NT276695,Liberton/Gilmerton,,1980-01-01,,106,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008576,Liberton East - 04,S01014607,Liberton East - 04
EH16 6JJ,Yes,55.913866,-3.159963,327593,669583,NT275695,Liberton/Gilmerton,,1980-01-01,,106,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008582,The Inch - 02,S01014614,The Inch - 02
EH16 6JL,Yes,55.914448,-3.160205,327579,669648,NT275696,Liberton/Gilmerton,,1980-01-01,,102,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008582,The Inch - 02,S01014614,The Inch - 02
EH16 6JN,Yes,55.915075,-3.160399,327568,669718,NT275697,Liberton/Gilmerton,,1980-01-01,,97,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008582,The Inch - 02,S01014614,The Inch - 02
EH16 6JP,No,55.914722,-3.159685,327612,669677,NT276696,Liberton/Gilmerton,,1993-05-01,1997-06-01,99,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008582,The Inch - 02,S01014614,The Inch - 02
EH16 6JQ,Yes,55.914309,-3.158744,327670,669631,NT276696,Liberton/Gilmerton,,1980-01-01,,102,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008582,The Inch - 02,S01014614,The Inch - 02
EH16 6JR,Yes,55.911369,-3.163600,327361,669308,NT273693,Liberton/Gilmerton,,1980-01-01,,111,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008577,Liberton West and Braid Hills - 01,S01014608,Liberton West and Braid Hills - 01
EH16 6JS,Yes,55.909940,-3.163637,327356,669149,NT273691,Liberton/Gilmerton,,1980-01-01,,115,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008577,Liberton West and Braid Hills - 01,S01014608,Liberton West and Braid Hills - 01
EH16 6JT,Yes,55.909272,-3.163073,327390,669074,NT273690,Liberton/Gilmerton,,1980-01-01,,116,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008577,Liberton West and Braid Hills - 01,S01014608,Liberton West and Braid Hills - 01
EH16 6JU,Yes,55.911017,-3.162837,327408,669268,NT274692,Liberton/Gilmerton,,1980-01-01,,112,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008577,Liberton West and Braid Hills - 01,S01014608,Liberton West and Braid Hills - 01
EH16 6JW,Yes,55.905551,-3.166049,327197,668664,NT271686,Liberton/Gilmerton,,2000-12-01,,123,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014611,Liberton West and Braid Hills - 03
EH16 6JX,Yes,55.912481,-3.162961,327403,669432,NT274694,Liberton/Gilmerton,,1980-01-01,,108,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008577,Liberton West and Braid Hills - 01,S01014608,Liberton West and Braid Hills - 01
EH16 6JY,No,55.913008,-3.163249,327386,669490,NT273694,Liberton/Gilmerton,,1980-01-01,2022-11-01,107,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008577,Liberton West and Braid Hills - 01,S01014608,Liberton West and Braid Hills - 01
EH16 6JZ,Yes,55.912893,-3.163998,327339,669478,NT273694,Liberton/Gilmerton,,1980-01-01,,108,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6LA,Yes,55.913864,-3.164859,327287,669587,NT272695,Liberton/Gilmerton,,1980-01-01,,102,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6LB,Yes,55.915073,-3.166287,327200,669723,NT271697,Liberton/Gilmerton,,1980-01-01,,97,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6LD,Yes,55.914904,-3.165194,327268,669704,NT272697,Liberton/Gilmerton,,1980-01-01,,96,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6LE,Yes,55.915950,-3.166649,327179,669821,NT271698,Liberton/Gilmerton,,1980-01-01,,88,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6LF,Yes,55.915775,-3.168036,327092,669803,NT270698,Liberton/Gilmerton,,1980-01-01,,91,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6LG,Yes,55.915212,-3.167715,327111,669740,NT271697,Liberton/Gilmerton,,1980-01-01,,96,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014610,Liberton West and Braid Hills - 03
EH16 6LH,Yes,55.914029,-3.167439,327126,669609,NT271696,Liberton/Gilmerton,,1980-01-01,,105,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014610,Liberton West and Braid Hills - 03
EH16 6LJ,Yes,55.914177,-3.167924,327096,669625,NT270696,Liberton/Gilmerton,,1980-01-01,,104,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014610,Liberton West and Braid Hills - 03
EH16 6LL,Yes,55.914405,-3.168491,327061,669651,NT270696,Liberton/Gilmerton,,1980-01-01,,104,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014610,Liberton West and Braid Hills - 03
EH16 6LN,Yes,55.913775,-3.168584,327054,669581,NT270695,Liberton/Gilmerton,,1980-01-01,,107,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014610,Liberton West and Braid Hills - 03
EH16 6LP,Yes,55.912881,-3.168157,327079,669482,NT270694,Liberton/Gilmerton,,1980-01-01,,110,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6LQ,Yes,55.914575,-3.166704,327173,669668,NT271696,Liberton/Gilmerton,,1980-01-01,,101,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6LR,Yes,55.913629,-3.166995,327153,669564,NT271695,Liberton/Gilmerton,,1980-01-01,,106,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6LS,Yes,55.912954,-3.167119,327144,669489,NT271694,Liberton/Gilmerton,,1980-01-01,,109,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6LT,Yes,55.914095,-3.166130,327208,669614,NT272696,Liberton/Gilmerton,,1980-01-01,,102,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6LU,Yes,55.913463,-3.165455,327249,669543,NT272695,Liberton/Gilmerton,,1980-01-01,,104,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6LW,Yes,55.912722,-3.168744,327042,669464,NT270694,Liberton/Gilmerton,,1980-01-01,,110,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008579,Liberton West and Braid Hills - 03,S01014610,Liberton West and Braid Hills - 03
EH16 6LX,Yes,55.913155,-3.164869,327285,669509,NT272695,Liberton/Gilmerton,,1980-01-01,,106,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
EH16 6LY,Yes,55.912627,-3.166533,327180,669452,NT271694,Liberton/Gilmerton,,1980-01-01,,110,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008578,Liberton West and Braid Hills - 02,S01014609,Liberton West and Braid Hills - 02
